apiImportId,id,sectorId,sectorIds,isBuiltIn,name,category,nationalId,notes
64022,,22,22,1,Recreation grounds,Facilities,,Education
64023,,22,22,1,School gymnasium,Facilities,,Education
64024,,22,22,1,School sanitation facilities,Facilities,,Education
64025,,22,22,1,School water facilities,Facilities,,Education
64026,,22,22,1,School cafeteria,Facilities,,Education
64027,,22,22,1,School cantine,Facilities,,Education
64028,,22,22,1,School kitchen,Facilities,,Education
64029,,22,22,1,School dispensaire/ nurse,Facilities,,Education
64030,,22,22,1,Colleague health unit,Facilities,,Education
65001,,22,22,1,"Vehicles - students or teachers transport (school buses, vans, boats, etc.)",Equipments & Furniture,,Education
65002,,22,22,1,Vehicles - management,Equipments & Furniture,,Education
65003,,22,22,1,Desks,Equipments & Furniture,,Education
65004,,22,22,1,Chairs,Equipments & Furniture,,Education
65005,,22,22,1,Boards,Equipments & Furniture,,Education
65006,,22,22,1,Storage furniture,Equipments & Furniture,,Education
65007,,22,22,1,Computers,Equipments & Furniture,,Education
65008,,22,22,1,Printers,Equipments & Furniture,,Education
65009,,22,22,1,Projectors,Equipments & Furniture,,Education
65010,,22,22,1,Printers,Equipments & Furniture,,Education
65011,,22,22,1,Scanners,Equipments & Furniture,,Education
70001,,23,23,1,Precarious housing - Single family houses - detached houses,,,Housing
70002,,23,23,1,Precarious housing - Single family houses - attached houses,,,Housing
70003,,23,23,1,Precarious housing - Multi family housing - appartment buildings,,,Housing
70004,,23,23,1,Precarious housing - Multi family housing - condominiums,,,Housing
70005,,23,23,1,Precarious housing - Multi family housing - House Complex,,,Housing
70006,,23,23,1,Recreational Vehicles (RVs) - motorhomes,,,Housing
70007,,23,23,1,Recreational Vehicles (RVs) - travel trailers,,,Housing
70008,,23,23,1,Recreational Vehicles (RVs) - camper vans ,,,Housing
70009,,23,23,1,Mobile/ manufactured houses,,,Housing
70010,,23,23,1,Boat houses,,,Housing
70011,,23,23,1,Houseboats,,,Housing
70012,,23,23,1,House trailers,,,Housing
70013,,23,23,1,Shelter,,,Housing
70014,,23,23,1,Tents,,,Housing
70015,,23,23,1,Kitchen appliances,Furniture and Equipment,,Housing
70016,,23,23,1,Laundry appliances,Furniture and Equipment,,Housing
70017,,23,23,1,Other electronics,Furniture and Equipment,,Housing
70018,,23,23,1,Furniture,Furniture and Equipment,,Housing
70019,,23,23,1,Major fixtures,Furniture and Equipment,,Housing
70020,,23,23,1,Other equipments,Furniture and Equipment,,Housing
71001,,24,24,1,Monuments,,,Culture
71002,,24,24,1,Historic buildings,,,Culture
71003,,24,24,1,Landmark,,,Culture
71004,,24,24,1,Museums,,,Culture
71005,,24,24,1,Art centers,,,Culture
71006,,24,24,1,Art galleries,,,Culture
71007,,24,24,1,Culture centeres,,,Culture
71008,,24,24,1,Artifacts,,,Culture
71009,,24,24,1,Artworks,,,Culture
71010,,24,24,1,Colections,,,Culture
71011,,24,24,1,Archives,,,Culture
71012,,24,24,1,Libraries,,,Culture
71013,,24,24,1,Religious sites,,,Culture
71014,,24,24,1,Religious buildings,,,Culture
72001,,31,31,1,"Per type of road ( paved, gravel, dirt roads)",Assets - Road infrastructure,,Transportation
72002,,31,31,1,"Per type of terrain ( flat, undulating, mountanious)",Assets - Road infrastructure,,Transportation
72003,,31,31,1,"Roads per categories - highways, national, regional, local, community roads",Assets - Road infrastructure,,Transportation
72004,,31,31,1,"Assets: viaducts, roads ",Assets - Road infrastructure,,Transportation
72005,,31,31,1,Light passenger,Assets - Road infrastructure,,Transportation
72006,,31,31,1,Medium passenger services,Assets - Road infrastructure,,Transportation
72007,,31,31,1,Large passenger bus,Assets - Road infrastructure,,Transportation
72008,,31,31,1,Rigid ( 2-3 axle) cargo vehicle,Assets - Road infrastructure,,Transportation
73001,,32,32,1,Generation plants,,,Energy and Electricity 
73002,,32,32,1,Power plants,,,Energy and Electricity 
73003,,32,32,1,Extraction of oil - offshore,,,Energy and Electricity 
73004,,32,32,1,Extraction of oil - inland,,,Energy and Electricity 
73005,,32,32,1,Distributed energy generation systems,,,Energy and Electricity 
73006,,32,32,1,Turbines,,,Energy and Electricity 
73007,,32,32,1,Solar PV,,,Energy and Electricity 
73008,,32,32,1,Batteries,,,Energy and Electricity 
73009,,32,32,1,Storage systems,,,Energy and Electricity 
73010,,32,32,1,Storage facilities,,,Energy and Electricity 
73011,,32,32,1,Storage tanks,,,Energy and Electricity 
73012,,32,32,1,Refineries,,,Energy and Electricity 
73013,,32,32,1,Processing plants,,,Energy and Electricity 
73014,,32,32,1,Regasification terminals,,,Energy and Electricity 
73015,,32,32,1,Pipelines oil - oleduct,,,Energy and Electricity 
73016,,32,32,1,Driling rigs onshore,,,Energy and Electricity 
73017,,32,32,1,Driling rigs offshore,,,Energy and Electricity 
73018,,32,32,1,Drill wells,,,Energy and Electricity 
73019,,32,32,1,Welleheads,,,Energy and Electricity 
73020,,32,32,1,Completion systems,,,Energy and Electricity 
73021,,32,32,1,Pump jacks,,,Energy and Electricity 
73022,,32,32,1,Production platforms,,,Energy and Electricity 
73023,,32,32,1,Compressors,,,Energy and Electricity 
73024,,32,32,1,Pumping stations,,,Energy and Electricity 
73025,,32,32,1,Separation units,,,Energy and Electricity 
73026,,32,32,1,Pipeline network,,,Energy and Electricity 
73027,,32,32,1,Pipelines gas- gaseoduct,,,Energy and Electricity 
73028,,32,32,1,Electricity transmission lines overhead,,,Energy and Electricity 
73029,,32,32,1,Electricity transmission underground ,,,Energy and Electricity 
73030,,32,32,1,Electricity transmission underwater,,,Energy and Electricity 
73031,,32,32,1,Power grids,,,Energy and Electricity 
73032,,32,32,1,Poles,,,Energy and Electricity 
73033,,32,32,1,Meters,,,Energy and Electricity 
73034,,32,32,1,Wiring,,,Energy and Electricity 
75001,,33,33,1,Buildings,,,Information and Communication
75002,,33,33,1,Aerial telephone lines,,,Information and Communication
75003,,33,33,1,Poles,,,Information and Communication
75004,,33,33,1,Electronic switching ,,,Information and Communication
75005,,33,33,1,Studios music,,,Information and Communication
75006,,33,33,1,TV studios,,,Information and Communication
75007,,33,33,1,Movie studios,,,Information and Communication
75008,,33,33,1,Photo studies,,,Information and Communication
75009,,33,33,1,Printing presses ,,,Information and Communication
75010,,33,33,1,Distribution warehouses,,,Information and Communication
75011,,33,33,1,Binding machines,,,Information and Communication
75012,,33,33,1,Office space,,,Information and Communication
75013,,33,33,1,Editing hardwarde,,,Information and Communication
75014,,33,33,1,Recording studios,,,Information and Communication
75015,,33,33,1,Sound stages,,,Information and Communication
75016,,33,33,1,Post production facilities,,,Information and Communication
75017,,33,33,1,Mixing rooms,,,Information and Communication
75018,,33,33,1,Filming locations,,,Information and Communication
75019,,33,33,1,Specialized stages for movie production,,,Information and Communication
75020,,33,33,1,Equiments,,,Information and Communication
75021,,33,33,1,Cameras,,,Information and Communication
75022,,33,33,1,Color grading labs,,,Information and Communication
75023,,33,33,1,Inventory,,,Information and Communication
75024,,33,33,1,Books,,,Information and Communication
75025,,33,33,1,Magazines,,,Information and Communication
75026,,33,33,1,Newspapers,,,Information and Communication
75027,,33,33,1,Editing software,,,Information and Communication
76001,,34,34,1,Water sources,,,Water
76002,,34,34,1,Ground extraction systems,,,Water
76003,,34,34,1,Wells,,,Water
76004,,34,34,1,Boreholdes,,,Water
76005,,34,34,1,Mechanized wells,,,Water
76006,,34,34,1,Hand-dug wells ,,,Water
76007,,34,34,1,Ponds,,,Water
76008,,34,34,1,Intake structures,,,Water
76009,,34,34,1,Dams,,,Water
76010,,34,34,1,weirs,,,Water
76011,,34,34,1,river intakes,,,Water
76012,,34,34,1,Pumping systems submersible,,,Water
76013,,34,34,1,Pumping systems surface,,,Water
76014,,34,34,1,Treatment facilities,,,Water
76015,,34,34,1,Storage facilities,,,Water
76016,,34,34,1,Monitoring stations,,,Water
76017,,34,34,1,Metering systems,,,Water
76018,,34,34,1,Water quality laboratories,,,Water
76019,,34,34,1,Associated energy supplies,,,Water
76020,,34,34,1,boreholes,,,Water
77001,,35,35,1,Public toilets,,,Sanitation
77002,,35,35,1,Septic tanks,,,Sanitation
77003,,35,35,1,Letrines,,,Sanitation
77004,,35,35,1,Treatment plants,,,Sanitation
77005,,35,35,1,Decentralized plants,,,Sanitation
77006,,35,35,1,French drains,,,Sanitation
77007,,35,35,1,Sewage pipelines,,,Sanitation
77008,,35,35,1,Vacuum trucks,,,Sanitation
77009,,35,35,1,Sludge transports,,,Sanitation
77010,,35,35,1,Mobile treatment units,,,Sanitation
77011,,35,35,1,Pipes,,,Sanitation
77012,,35,35,1,Pumps,,,Sanitation
77013,,35,35,1,Drainage system,,,Sanitation
77014,,35,35,1,Supporting equipments,,,Sanitation
77015,,35,35,1,Waste water treatment plant,,,Sanitation
78001,,36,36,1,internal roads,,,Community Infrastructure
78002,,36,36,1,pathways,,,Community Infrastructure
78003,,36,36,1,walkways,,,Community Infrastructure
78004,,36,36,1,footpaths,,,Community Infrastructure
78005,,36,36,1,Other connective ,,,Community Infrastructure
78006,,36,36,1,rainage structures,,,Community Infrastructure
78007,,36,36,1,pipe culverts,,,Community Infrastructure
78008,,36,36,1,box culverts,,,Community Infrastructure
78009,,36,36,1,footbridges ,,,Community Infrastructure
78010,,36,36,1,retaining walls,,,Community Infrastructure
78011,,36,36,1,protection of slopes,,,Community Infrastructure
78012,,36,36,1,jetties,,,Community Infrastructure
78013,,36,36,1,small embankments ,,,Community Infrastructure
78014,,36,36,1,protection walls,,,Community Infrastructure
78015,,36,36,1,small earthen dam,,,Community Infrastructure
78016,,36,36,1,Other protective,,,Community Infrastructure
78017,,36,36,1,small marketplaces ,,,Community Infrastructure
78018,,36,36,1,infrastructure within market grounds,,,Community Infrastructure
78019,,36,36,1,sheds,,,Community Infrastructure
78020,,36,36,1,drains,,,Community Infrastructure
78021,,36,36,1,community shops,,,Community Infrastructure
78022,,36,36,1,community resource centers,,,Community Infrastructure
78023,,36,36,1,religious centers,,,Community Infrastructure
78024,,36,36,1,graveyards,,,Community Infrastructure
78025,,36,36,1,playgrounds,,,Community Infrastructure
78026,,36,36,1,water reservoirs ,,,Community Infrastructure
78027,,36,36,1,community water supply,,,Community Infrastructure
78028,,36,36,1,ponds,,,Community Infrastructure
78029,,36,36,1,pump houses ,,,Community Infrastructure
78030,,36,36,1,deep tube wells,,,Community Infrastructure
78031,,36,36,1,basic drainage lines,,,Community Infrastructure
78032,,36,36,1,community waste disposal and composting plants,,,Community Infrastructure
78033,,36,36,1,biogassifiers,,,Community Infrastructure
78034,,36,36,1,solar home systems for electrification,,,Community Infrastructure
78035,,36,36,1,other low cost off-grid systems,,,Community Infrastructure
78036,,36,36,1,community telephone centers,,,Community Infrastructure
78037,,36,36,1,community-based early warning systems and communication devices,,,Community Infrastructure
78038,,36,36,1,community-run radio and communication systems,,,Community Infrastructure
78039,,36,36,1,other community communication lifelines,,,Community Infrastructure
79001,,43,43,1,Buildings,,,Governance
79002,,43,43,1,Police stations,,,Governance
79003,,43,43,1,Office space,,,Governance
79004,,43,43,1,Barracks,,,Governance
79005,,43,43,1,Prisons,,,Governance
79006,,43,43,1,Parliament house,,,Governance
79007,,43,43,1,Government house,,,Governance
79008,,43,43,1,Official residencies,,,Governance
79009,,43,43,1,Arquives,,,Governance
79010,,43,43,1,Storage facilities,,,Governance
79011,,43,43,1,Correctionaries,,,Governance
79012,,43,43,1,Tribunal facilities,,,Governance
79013,,43,43,1,Official Vehicles,Equipments,,Governance
79014,,43,43,1,Office furniture,Equipments,,Governance
79015,,43,43,1,Trucks,Equipments,,Governance
79016,,43,43,1,Fire trucks,Equipments,,Governance
79017,,43,43,1,Tanks,Equipments,,Governance
79018,,43,43,1,Water trucks,Equipments,,Governance
